,unit,ts,qty,geography_level,geography,product_level,product
908,bcf128f7b42c74435f20505608f7084c,2021-03-01,6,geography_level_3,ac17865ba94b6a06b53466188fc4e446,product_level_2,646f301a50470456f3e7793f6b16ca76
910,9caabc73c55b3431509b8e965a92674a,2021-03-01,129,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,1de8e43efce0cb9161ac2093f75166c8
911,db6bbc3773d2ff7bfd22eec53f812023,2021-03-01,765,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,95feb3e180f99fa2f9908030bc02ac48
912,ba6c2a3277c2620d5b7ba76e3a1038d5,2021-03-01,283,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,646f301a50470456f3e7793f6b16ca76
913,3311ec64604741a914e0441c731dde71,2021-03-01,18,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,f517d6345d758010f5782a62b4dfe69b
914,63d40acb25b6c0727e769bccf182af29,2021-03-01,255,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,1de8e43efce0cb9161ac2093f75166c8
915,472e48ea34d5d7f5eadbbd8a9b8f76af,2021-03-01,377,geography_level_3,9363300bfece4e2faac6330570a2f7b6,product_level_2,95feb3e180f99fa2f9908030bc02ac48
916,f2365302d3469980967424b86bd1b114,2021-03-01,177,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,646f301a50470456f3e7793f6b16ca76
921,ae69d4128357429b5f61b1419bed3d59,2021-03-01,93,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,1de8e43efce0cb9161ac2093f75166c8
922,5a78fab4c4c6e747b085c82a4e611080,2021-03-01,6,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,646f301a50470456f3e7793f6b16ca76
923,3a0de5de9c429f10b5d3156398cfc8fd,2021-03-01,1346,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,95feb3e180f99fa2f9908030bc02ac48
924,bfb492baf9b8e7687191f1c36e054f79,2021-03-01,32,geography_level_3,ac17865ba94b6a06b53466188fc4e446,product_level_2,646f301a50470456f3e7793f6b16ca76
925,6860a9c84bad3ab0d3a3a9c54325830d,2021-03-01,330,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,646f301a50470456f3e7793f6b16ca76
926,defbc7170c83439cac665e5cede0bbc4,2021-03-01,424,geography_level_3,3d967bd11c42cd595c050d8cb626f3d6,product_level_2,95feb3e180f99fa2f9908030bc02ac48
